principio_ativo,produto,apresentacao,forma_farmaceutica,concentracao_texto,via_administracao,classe_terapeutica,controle,fonte
finasterida,FINASTERIDA,1 MG COM REV CT BL AL PLAS TRANS X 90,comprimido revestido,1 mg,oral,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,1 MG COM REV CT BL AL PLAS TRANS X 90 (EMB FRAC),comprimido revestido,1 mg,oral,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,1 MG COM REV CT BL AL PLAS TRANS X 300,comprimido revestido,1 mg,oral,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,1 MG COM REV CT BL AL PLAS TRANS X 300 (EMB FRAC),comprimido revestido,1 mg,oral,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,1 MG COM REV CT BL AL PLAS TRANS X 500,comprimido revestido,1 mg,oral,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,1 MG COM REV CT BL AL PLAS TRANS X 800,comprimido revestido,1 mg,oral,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTIL,5 MG COM REV CT BL AL PLAS PVDC OPC X 30,comprimido revestido,5 mg,oral,G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS,nao_classificado,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,1 MG COM REV CT BL AL AL X 30,comprimido revestido,1 mg,oral,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,5 MG COM REV CT BL AL AL X 30,comprimido revestido,5 mg,oral,G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,5 MG COM REV CT BL AL PLAS OPC X 30,comprimido revestido,5 mg,oral,G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,1 MG COM REV CT BL AL PLAS OPC X 30,comprimido revestido,1 mg,oral,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
finasterida,FINASTERIDA,5 MG COM REV CT BL AL PLAS BCO LEIT X 30,comprimido revestido,5 mg,oral,G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS,venda_sob_prescricao,ANVISA/CMED 2026-06
finerenona,FIRIALTA,10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,comprimido revestido,10 mg,oral,C3A1 - AGENTES DIURÉTICOS POUPADORES POTÁSSIO PUROS,venda_sob_prescricao,ANVISA/CMED 2026-06
finerenona,FIRIALTA,10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,comprimido revestido,10 mg,oral,C3A1 - AGENTES DIURÉTICOS POUPADORES POTÁSSIO PUROS,venda_sob_prescricao,ANVISA/CMED 2026-06
finerenona,FIRIALTA,20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,comprimido revestido,20 mg,oral,C3A1 - AGENTES DIURÉTICOS POUPADORES POTÁSSIO PUROS,venda_sob_prescricao,ANVISA/CMED 2026-06
finerenona,FIRIALTA,20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,comprimido revestido,20 mg,oral,C3A1 - AGENTES DIURÉTICOS POUPADORES POTÁSSIO PUROS,venda_sob_prescricao,ANVISA/CMED 2026-06
fitomenadiona,KAVIT,10 MG/ML SOL INJ CX 50 AMP VD AMB X 1 ML (EMB HOSP),solução injetável,10 mg/ml,parenteral,B2B1 - VITAMINA K,nao_classificado,ANVISA/CMED 2026-06
fitomenadiona,KAVIT,10 MG/ML SOL INJ CX 25 AMP VD AMB X 1 ML (EMB HOSP)  - 05,solução injetável,10 mg/ml,parenteral,B2B1 - VITAMINA K,nao_classificado,ANVISA/CMED 2026-06
fitomenadiona,HYVIT K,10 MG/ ML SOL INJ IM/SC CX 50 AMP VD AMB X 1 ML,solução injetável,10 mg/ ml,"intramuscular, subcutânea",B2B1 - VITAMINA K,venda_sob_prescricao,ANVISA/CMED 2026-06
fitomenadiona,HYVIT K,10 MG/ ML SOL INJ IM/SC CX 100 AMP VD AMB X 1 ML,solução injetável,10 mg/ ml,"intramuscular, subcutânea",B2B1 - VITAMINA K,venda_sob_prescricao,ANVISA/CMED 2026-06
fitomenadiona,ESKAVIT,10 MG/ML SOL INJ SC/IM CX 50 AMP VD AMB X 1 ML,solução injetável,10 mg/ml,"subcutânea, intramuscular",B2B1 - VITAMINA K,venda_sob_prescricao,ANVISA/CMED 2026-06
fitomenadiona,VIKATRON,10 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML,solução injetável,10 mg/ml,parenteral,B2B1 - VITAMINA K,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,2 MG/ML SOL INJ CX FR PLAS TRANS  SIST FECH X 100 ML,solução injetável,2 mg/ml,parenteral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,2 MG/ML SOL INJ CX 80 FR PLAS TRANS SIST FECH X 100 ML,solução injetável,2 mg/ml,parenteral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FRESOLCAN,2 MG/ML SOL INJ CX FR PLAS PEMD TRANS SIST FECH X 100 ML,solução injetável,2 mg/ml,parenteral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS INC X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP  DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT 2 BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS OPC X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS OPC X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS OPC X 30,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS OPC X 50,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,2 MG/ ML SOL INJ INFUS IV CT 06 BOLS PLAS TRILAM TRANS  SIST FECH X 100 ML,solução injetável para infusão,2 mg/ ml,intravenosa,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCAZOL,2 MG/ML SOL INFUS IV CX 6 BOLS PLAS PP TRANS SIST FECH X 100 ML,solução para infusão,2 mg/ml,intravenosa,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,HICONAZOL,2 MG/ML SOL INJ INFUS IV CX 60 ENVOL BOLS PLAS PES/PE/PP TRANS SIST FECH X 100 ML,solução injetável para infusão,2 mg/ml,intravenosa,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,2 MG/ML SOL INJ INFUS IV CX 60 ENVOL BOLS PLAS PES/PE/PP TRANS SIST FECH X 100 ML - 07,solução injetável para infusão,2 mg/ml,intravenosa,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,2 MG/ML SOL INFUS IV CX 60 ENV AL BOLS PLAS PEBD TRANS SIST FECH X 100 ML,solução para infusão,2 mg/ml,intravenosa,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,2 MG/ML SOL INFUS IV CX ENVOL BOLS PLAS PP TRANS SIST FECH X 100 ML,solução para infusão,2 mg/ml,intravenosa,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,2 MG/ML SOL INFUS IV CX 30 ENVOL BOLS PLAS PP TRANS SIST FECH X 100 ML,solução para infusão,2 mg/ml,intravenosa,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 1,cápsula gelatinosa dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONID,150 MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONID,150 MG CAP DURA CT BL AL PLAS TRANS X 500,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONID,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,PRONAZOL,150 MG CAP GEL CT BL AL PLAS TRANS X 10,cápsula gelatinosa,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,PRONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,PRONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,PRONAZOL,150MG CAP DURA CT BL AL PLAS TRANS X 4,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP CT BL AL PLAS INC X 2,cápsula,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP CT BL AL PLAS INC X 1,cápsula,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCOLCID,150 MG CAP CT BL AL PLAS INC X 2,cápsula,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCOLCID,150 MG CAP CT BL AL PLAS INC X 1,cápsula,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCOL,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
fluconazol,FLUCOL,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
fluconazol,FLUCOL,150 MG CAP DURA CX BL AL PLAS PVC TRANS X 100,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCOL,150 MG CAP DURA CX BL AL PLAS PVC TRANS X 200,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCOL,150 MG CAP DURA CX BL AL PLAS PVC TRANS X 500,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CX BL AL PLAS PVC TRANS X 100,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCOVIL,150 MG CAP CT BL AL PLAS TRANS X 2,cápsula,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCOVIL,150 MG CAP CT BL AL PLAS TRANS X 1,cápsula,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP CT BL AL PLAS INC X 2,cápsula,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP CT BL AL PLAS INC X 1,cápsula,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP CT BL AL PLAS INC X 100 (EMB HOSP),cápsula,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,TRIAZOL,150 MG CAP GEL DURA CT BL AL PLAS INC X 1,cápsula gelatinosa dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,TRIAZOL,150 MG CAP GEL DURA CT BL AL PLAS INC X 2,cápsula gelatinosa dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,TRIAZOL,150 MG CAP GEL DURA CT BL AL PLAS INC X 4,cápsula gelatinosa dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,2 MG/ML SOL INFUS IV CX ENVOL  60 FA PLAS PEBD TRANS SIST FECH X 100 ML,solução para infusão,2 mg/ml,intravenosa,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,ZOLTEC,150 MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,ZOLTEC,100 MG CAP DURA CT  BL AL PLAS TRANS X 8,cápsula dura,100 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,ZOLTEC,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,ZOLTEC,2 MG/ML SOL INJ INFUS IV CT 06 BOLS PLAS X 100 ML,solução injetável para infusão,2 mg/ml,intravenosa,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 200 (EMB FRAC),cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 90 (EMB FRAC),cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FUEBLO,150 MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FUEBLO,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FUEBLO,150 MG CAP DURA CT BL AL PLAS TRANS X 20,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FUEBLO,150 MG CAP DURA CT BL AL PLAS TRANS X 40,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FUEBLO,150 MG CAP DURA CT BL AL PLAS TRANS X 100,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FUEBLO,150 MG CAP DURA CT BL AL PLAS TRANS X 200 (EMB FRAC),cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FUEBLO,150 MG CAP DURA CT BL AL PLAS TRANS X 50 (EMB FRAC),cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FUEBLO,150 MG CAP DURA CT BL AL PLAS TRANS X 70 (EMB FRAC),cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FUEBLO,150 MG CAP DURA CT BL AL PLAS TRANS X 90 (EMB FRAC),cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP  DURA CT BL AL PLAS PVC TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCANIL,150 MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCANIL,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,nao_classificado,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,ZELIX,150 MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,ZELIX,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 1,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fluconazol,FLUCONAZOL,150 MG CAP DURA CT BL AL PLAS TRANS X 2,cápsula dura,150 mg,oral,J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS,venda_sob_prescricao,ANVISA/CMED 2026-06
fludroxicortida,DRENISON,"4 MCG CM2 CUR CT RL 200 CM X 7,5",,"4 mcg cm2 cur ct rl 200 cm x 7,5",,D7A - CORTICOESTERÓIDES TÓPICOS PUROS,nao_classificado,ANVISA/CMED 2026-06
flumazenil,FLUMAZENIL,"0,1 MG/ML SOL INJ IV CT 5 AMP VD TRANS X 5 ML",solução injetável,"0,1 mg/ml",intravenosa,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
flumazenil,FLUMAZIL,"0,1 MG/ML SOL INJ CX 10 AMP VD TRANS  X 5 ML",solução injetável,"0,1 mg/ml",parenteral,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
flumazenil,FLUMAZENIL,"0,1 MG/ML SOL INJ CT 5 AMP VD AMB X 5 ML (EMB HOSP)",solução injetável,"0,1 mg/ml",parenteral,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,nao_classificado,ANVISA/CMED 2026-06
flumazenil,LENAZEN,"0,1 MG/ML SOL INJ CT 5 AMP VD AMB X 5 ML (EMB HOSP)",solução injetável,"0,1 mg/ml",parenteral,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,nao_classificado,ANVISA/CMED 2026-06
flumazenil,FLUMAZENIL,"0,1 MG/ML SOL INJ IV CT 5 AMP VD TRANS X 5 ML",solução injetável,"0,1 mg/ml",intravenosa,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
flumazenil,FLUMAZENIL,"0,1 MG/ML SOL INJ CT 5 AMP VD TRANS X 5 ML",solução injetável,"0,1 mg/ml",parenteral,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,venda_sob_prescricao,ANVISA/CMED 2026-06
flumazenil,FLUMAZENIL,"0,1 MG/ML SOL INJ CX 50 AMP VD TRANS X 5 ML",solução injetável,"0,1 mg/ml",parenteral,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,venda_sob_prescricao,ANVISA/CMED 2026-06
flumazenil,LANEXAT,"0,1 MG/ML SOL INJ IV CT 5 AMP VD TRANS X 5 ML",solução injetável,"0,1 mg/ml",intravenosa,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
flunitrazepam,ROHYPNOL,1 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20,comprimido revestido,1 mg,oral,N5B1 - HIPNÓTICOS E SEDATIVOS NÃO BARBITÚRICOS PUROS,controle_especial_notificacao,ANVISA/CMED 2026-06
